Year,Country,Industry,Sales,Assets,Profits,Market Value,Sales Growth,Assets Growth,Profits Growth,Market Value Growth,Region
2016,United Kingdom,Diversified Metals & Mining,67420,179984,-8591,78078,-36.56021228,-25.9087279,-368.3848797,-31.67952958,Europe
2016,United Kingdom,Drugs & Biotechnology,61264,138898,15691,179262,-4.24806977,13.8694868,173.6006975,-11.18256768,Europe
2016,United Kingdom,Food Markets,143198,100078,1481,36444,-15.65027361,-20.91696431,-259.7626753,-17.09170326,Europe
2016,United Kingdom,"Food, Drink & Tobacco",115060,188912,17042,363740,14.29990563,-3.753821072,9.166613286,8.027358774,Europe
2016,United Kingdom,Health Care Equipment & Services,4634,7167,411,14496,0.281324389,-1.902545853,-18.29025845,-5.594268968,Europe
2016,United Kingdom,"Hotels, Restaurants & Leisure",33244,23354,3149,48634,-2.658702272,2.745270568,31.9782062,-8.144146867,Europe
2016,United Kingdom,IT Software & Services,9123,16486,1540,37155,321.3856813,314.4293615,221.5031315,505.426104,Europe
2016,United Kingdom,Insurance,165077,2111490,12430,178893,-49.03945593,-9.912258433,9.025524077,-5.682968493,Europe
2016,United Kingdom,Materials,7564,7027,665,8985,-48.91605322,-52.62590171,-45.1772465,-42.56216838,Europe
2016,United Kingdom,Media,65765,155919,1859,108297,-9.252104319,-12.502876,-72.402019,-36.06949315,Europe
2016,United Kingdom,Oil & Gas Operations,261436,289630,-7606,115922,-37.81625736,-24.08782464,-1070.153061,-36.70237744,Europe
2016,United Kingdom,Real Estate,4476,97815,11408,51155,15.21235521,12.46076549,14.45771044,-9.8049933,Europe
2016,United Kingdom,Retailing,69916,52061,2954,50558,0.409300455,-4.527782872,-21.56133829,-18.90478635,Europe
2016,United Kingdom,Semiconductors,1532,3207,521,18979,17.03590527,11.47028154,23.75296912,-18.12691428,Europe
2016,United Kingdom,Telecommunications Services,91796,220496,1754,149730,-4.257493898,-8.358443437,-97.82684111,4.379287268,Europe
2016,United Kingdom,Utilities,77959,135117,4514,81966,-0.834446352,-8.118675879,-5.840634126,-7.287719576,Europe
2016,United States of America,Aerospace & Defense,253325,269026,17914,317947,-1.669856032,-5.628422393,-10.88892205,-11.30641211,NorthAmerica
2016,United States of America,Air Courier,114167,78712,6437,146875,1.933911304,5.696253525,8.403502863,2.234364668,NorthAmerica
2016,United States of America,Airline,151161,180052,23248,119887,3.649940345,11.4003935,262.3441397,-5.539797349,NorthAmerica
2016,United States of America,Banking,541582,11601202,109958,1192620,5.003945534,2.636384757,29.42021139,-2.915261081,NorthAmerica
2016,United States of America,Business Services & Supplies,171706,350176,13390,357666,13.35001287,25.42524652,-7.79506955,4.360080882,NorthAmerica
2016,United States of America,Capital Goods,189990,257624,15793,262415,-15.70723137,-8.238529104,-22.12140638,-11.99945003,NorthAmerica
2016,United States of America,Casinos & Gaming,29313,68919,7420,60617,-24.3144849,-15.60559862,1038.03681,-14.32831602,NorthAmerica
2016,United States of America,Chemicals,200658,293540,21385,373796,-11.34468818,-6.27564297,-6.345800123,-10.9173844,NorthAmerica
2016,United States of America,Conglomerates,305168,783189,19844,666777,-9.940623045,-15.77154755,-42.99011721,4.188138893,NorthAmerica
2016,United States of America,Construction,110405,101812,5583,105375,40.69708169,36.27079625,27.96241118,76.93134308,NorthAmerica
2016,United States of America,Consumer Durables,944564,1014556,59439,1143376,-2.617047512,4.058733272,14.85131297,-2.38610121,NorthAmerica
2016,United States of America,Diversified Financials,666751,9688346,95539,1316408,1.486333042,2.404874839,-1.13416464,2.066041693,NorthAmerica
2016,United States of America,Diversified Metals & Mining,81925,138375,-13261,68656,-24.62577398,-18.63548698,12293.45794,-4.837413024,NorthAmerica
2016,United States of America,Drugs & Biotechnology,718739,893090,62841,1495949,14.2682033,36.85000881,15.07654556,2.810124668,NorthAmerica
2016,United States of America,Food Markets,207458,62280,3541,73779,10.0006893,4.572090602,5.57543232,-10.08482219,NorthAmerica
2016,United States of America,"Food, Drink & Tobacco",456767,576907,47507,1095624,-12.5163517,0.272883545,6.570505631,3.813420405,NorthAmerica
2016,United States of America,Health Care Equipment & Services,889251,1008495,51437,1272279,6.431100228,14.83921292,-5.799941396,1.738287669,NorthAmerica
2016,United States of America,"Hotels, Restaurants & Leisure",150007,198333,16047,382807,2.932760596,0.832761382,9.558271318,0.951745526,NorthAmerica
2016,United States of America,IT Software & Services,406176,804583,55522,1916827,3.610511655,9.046171444,-23.89659521,19.00997365,NorthAmerica
2016,United States of America,Insurance,460507,3849828,35773,448121,-6.729170338,-4.995463022,-12.93353129,-10.5641519,NorthAmerica
2016,United States of America,Materials,71449,100332,2859,87504,-5.053686281,19.85951164,-34.68128855,4.946030223,NorthAmerica
2016,United States of America,Media,346809,681703,34725,730299,-9.907571932,-6.568927898,-26.380173,-16.59740233,NorthAmerica
2016,United States of America,Oil & Gas Operations,949857,1691427,-47973,1370157,-35.6859349,-11.53314473,-144.1411102,-15.89397225,NorthAmerica
2016,United States of America,Real Estate,71760,631623,13554,482693,14.43880968,-6.357689924,6.859035005,-2.150609566,NorthAmerica
2016,United States of America,Retailing,1683581,866101,55665,1441714,4.153698346,4.997211716,22.51568174,0.54880409,NorthAmerica
2016,United States of America,Semiconductors,148435,266524,28064,488111,-7.827247889,3.398457504,-16.27185393,-7.61562455,NorthAmerica
2016,United States of America,Technology Hardware & Equipment,499166,647947,76681,932256,15.87384861,9.172044279,12.31361865,-14.26884602,NorthAmerica
2016,United States of America,Telecommunications Services,317363,777943,36725,526529,7.828134397,20.68822149,110.6757687,13.11284883,NorthAmerica
2016,United States of America,Transportation,75855,155264,9699,170923,7.606429007,15.76671289,-7.026457055,-10.24083099,NorthAmerica
2016,United States of America,Utilities,305491,1187231,20635,560660,-7.770176434,2.784066462,-27.76377512,4.501119269,NorthAmerica
2016,Venezuela,Banking,17936,148962,4690,3428,94.72369992,40.85708342,42.29368932,-94.98427098,SouthAmerica
2016,Vietnam,Banking,6669,102493,789,10877,4.974028018,16.24343605,9.583333333,12.55173841,Asia
2017,Argentina,Banking,3717,15308,407,5134,-11.1827957,22.5130052,-13.2196162,31.97943445,SouthAmerica
2017,Argentina,Oil & Gas Operations,14219,26612,-1911,9943,-15.67429724,-5.217793924,-486.0606061,25.9564226,SouthAmerica
2017,Australia,Airline,11836,12486,636,5282,-2.680480184,-1.962939698,-18.67007673,-1.638733706,Oceanic
2017,Australia,Banking,113388,2733185,21647,337543,-10.96348645,4.766133966,-11.68454979,13.28885145,Oceanic
2017,Australia,Business Services & Supplies,5529,7587,424,11183,1.992252352,-1.582565832,-28.01358234,-27.04677409,Oceanic
2017,Australia,Casinos & Gaming,2591,6466,820,6454,-7.497322385,11.57894737,42.36111111,-42.47259114,Oceanic
2017,Australia,Diversified Financials,22168,273790,3435,50107,-6.298080987,0.790004565,-18.77512414,1.5010331,Oceanic
2017,Australia,Diversified Metals & Mining,59175,170632,5880,143375,44.82733302,13.47778088,-208.5071046,44.81299302,Oceanic
2017,Australia,Drugs & Biotechnology,6398,8130,1325,43865,10.69204152,8.37110104,-5.761024182,18.4900054,Oceanic
2017,Australia,Food Markets,91182,47106,783,63533,-1.967488066,-1.858410767,-55.6122449,9.835073646,Oceanic
2017,Australia,Health Care Equipment & Services,6564,5929,358,10510,6.818551668,2.453775704,14.01273885,5.872871965,Oceanic
2017,Australia,Insurance,28589,133569,2067,36548,-6.415921961,-0.012725884,8.163265306,3.35680552,Oceanic
2017,Australia,Materials,9348,8622,220,13280,0.160720026,5.442093677,-66.7673716,-2.667839343,Oceanic
2017,Australia,Oil & Gas Operations,17193,28593,1319,26830,-13.16666667,3.774543607,262.3626374,8.277170184,Oceanic
2017,Australia,Real Estate,19173,83231,5979,61995,16.63118195,15.35828136,-4.228736185,12.11277284,Oceanic
2017,Australia,Telecommunications Services,18612,30234,4072,40727,-8.079810352,-2.155339806,28.01005973,-19.8729047,Oceanic
2017,Australia,Transportation,2864,26018,516,29820,20.23509656,3.632597785,12.66375546,1.962661561,Oceanic
2017,Australia,Utilities,17623,30437,-1226,23438,8.857866453,-4.768311379,14.47245565,39.30460624,Oceanic
2017,Austria,Banking,16054,338831,1893,20848,-9.119728276,-1.055929823,26.79169457,21.18112067,Europe
2017,Austria,Construction,13971,11518,225,3849,-6.623446063,-3.210084034,14.21319797,13.6068477,Europe
2017,Austria,Diversified Metals & Mining,11935,15059,477,7059,-4.877659998,2.442176871,-30.86956522,12.5119541,Europe
2017,Austria,Insurance,16071,86948,485,5462,-9.090394841,4.533705231,2.105263158,6.804849433,Europe
2017,Austria,Oil & Gas Operations,21306,33870,-446,13617,-14.7111805,-9.917816963,-63.97415186,42.40744614,Europe
2017,Austria,Utilities,3093,12170,470,6084,-28.74913614,-31.04815864,-38.96103896,-15.67567568,Europe
2017,Bahrain,Banking,3293,61463,726,7027,7.473890339,-1.121299871,3.125,30.27437894,Asia
2017,Belgium,Banking,11672,514687,3102,28014,-25.21304543,-1.831245422,-0.160926939,19.40158554,Europe
2017,Belgium,Chemicals,13370,25467,687,12876,9.142857143,-7.443212793,52.66666667,20,Europe
2017,Belgium,Diversified Metals & Mining,11553,4442,145,6048,7.429793565,-0.0450045,-22.87234043,4.257886571,Europe
2017,Belgium,Drugs & Biotechnology,4622,10771,601,14557,7.538389949,-9.502604604,79.94011976,-5.085740366,Europe
2017,Belgium,Food Markets,10313,4821,417,7113,-72.43471521,-73.95602615,-46.94656489,-62.57103768,Europe
2017,Belgium,"Food, Drink & Tobacco",45558,261139,1247,213102,4.481240253,91.26578385,-84.91593081,4.161025275,Europe
2017,Belgium,Insurance,12863,107692,30,7966,-37.61881668,-15.8873103,-96.93877551,-6.797706798,Europe
2017,Belgium,Telecommunications Services,6448,8561,579,10424,-2.169625247,-4.856634808,8.224299065,-9.39591482,Europe
2017,Bermuda,Diversified Financials,5303,59418,922,5697,117.603611,1224.22554,-6.490872211,17.02958094,NorthAmerica
2017,Bermuda,Insurance,31907,240897,4815,57730,93.62218581,212.5163784,50.28089888,125.9933451,NorthAmerica
2017,Bermuda,Retailing,6408,6598,543,4745,-2.167938931,1.915353723,16.02564103,-45.90743274,NorthAmerica
2017,Brazil,Banking,188705,1212925,13306,161763,3.490164033,29.61702373,-22.47276117,48.40233755,SouthAmerica
2017,Brazil,Business Services & Supplies,5034,14793,1684,27982,51.17117117,95.23558136,60.22835395,35.64399632,SouthAmerica
2017,Brazil,Chemicals,13810,15870,-136,7916,-2.437301307,4.711005542,-114.4680851,53.47033734,SouthAmerica
2017,Brazil,Conglomerates,1345,18134,2356,22961,-8.002735978,30.84638141,-11.26177024,47.38429938,SouthAmerica
2017,Brazil,Diversified Financials,666,9701,415,12798,0.301204819,42.45227606,-37.02579666,51.85097295,SouthAmerica
2017,Brazil,Diversified Metals & Mining,37949,115973,3424,46810,-12.22214512,-1.2054043,-125.2581883,46.52393026,SouthAmerica
2017,Brazil,Food Markets,11966,13893,-139,5870,-42.16809241,15.70750396,-285.3333333,70.63953488,SouthAmerica
2017,Brazil,"Food, Drink & Tobacco",58555,45345,1,17510,0.246528907,8.198716266,-99.95583039,-1.871777628,SouthAmerica
2017,Brazil,Oil & Gas Operations,103259,254741,-3805,73788,-13.18322838,9.414958273,-61.86992685,37.86737916,SouthAmerica
2017,Brazil,Telecommunications Services,7458,25247,-1992,952,-8.926608866,2.956528831,34.86797563,431.8435754,SouthAmerica
2017,Brazil,Transportation,2868,7545,492,11516,-8.749602291,16.45315635,-14.13612565,22.8897663,SouthAmerica
2017,Brazil,Utilities,26897,76960,2087,22955,47.72889548,50.15120476,-173.0998249,250.9402232,SouthAmerica
2017,Canada,Aerospace & Defense,16340,22826,-1014,3557,-10.09133928,-0.336200498,-81.55021834,17.12216003,NorthAmerica
2017,Canada,Airline,11078,11270,661,2695,2.195571956,19.25925926,178.9029536,45.75446187,NorthAmerica
2017,Canada,Banking,135486,3619217,29433,368468,7.700379176,7.644598418,10.0751711,14.95190943,NorthAmerica
2017,Canada,Chemicals,18036,34218,913,27132,-13.52128884,1.099095905,-59.07664724,0.941255255,NorthAmerica
2017,Canada,Consumer Durables,36447,22566,2030,15300,11.54740772,14.51334619,3.098019299,-11.65771696,NorthAmerica
2017,Canada,Diversified Financials,23407,53482,-27,13696,11.30819345,49.34934376,-97.13375796,115.1767478,NorthAmerica
2017,Canada,Diversified Metals & Mining,21769,92812,1544,55884,9.309565654,25.87920956,-118.0163361,40.94680824,NorthAmerica
2017,Canada,Drugs & Biotechnology,9674,43529,-2409,3333,-7.390388666,-11.09999183,725,-72.84946237,NorthAmerica
2017,Canada,Food Markets,100000,53113,1366,47902,1.104056295,6.441010842,26.13111727,-0.481987784,NorthAmerica
2017,Canada,"Food, Drink & Tobacco",8436,5704,532,13181,-70.5364627,-95.5619184,-52.28699552,-87.7310721,NorthAmerica
2017,Canada,"Hotels, Restaurants & Leisure",4143,19125,675,13136,2.271044187,3.895045632,31.57894737,42.59661311,NorthAmerica
2017,Canada,IT Software & Services,10015,15484,1935,22846,22.85328754,77.32478241,152.9411765,57.77624309,NorthAmerica
2017,Canada,Insurance,117629,1113095,5315,92110,21.27326151,4.636613861,-21.76920812,1.932185384,NorthAmerica
2017,Canada,Media,3805,11447,357,10115,-6.740196078,3.424286231,-44.90740741,12.77734419,NorthAmerica
2017,Canada,Oil & Gas Operations,90852,315017,4936,248641,-6.536633541,15.68535282,-187.4247255,26.21883122,NorthAmerica
2017,Canada,Real Estate,24872,159826,1641,35355,23.77824226,14.55911235,-29.57081545,5.923063095,NorthAmerica
2017,Canada,Retailing,22798,22227,451,19724,25.20182327,12.38244514,-44.38964242,91.34652697,NorthAmerica
2017,Canada,Telecommunications Services,36339,79176,3855,83030,-1.279543602,4.416632598,-8.6492891,6.116762947,NorthAmerica
2017,Canada,Transportation,13789,42548,3954,77931,-7.561842193,2.249351149,-0.227100681,4.822048261,NorthAmerica
2017,Canada,Utilities,15850,91365,1718,39691,22.68751451,76.35647692,17.67123288,46.41263049,NorthAmerica
2017,Chile,Airline,8985,19198,72,7965,-7.54270426,6.06043865,-132.7272727,106.5612033,SouthAmerica
2017,Chile,Banking,6828,93301,634,11913,2.862307924,10.23014579,-2.760736196,34.99150142,SouthAmerica
2017,Chile,Conglomerates,6848,54623,117,4301,106.5138721,7.517124636,-20.94594595,33.28168578,SouthAmerica
2017,Chile,Diversified Financials,16683,21919,327,5347,-7.721666021,7.062960973,5.483870968,11.97905759,SouthAmerica
2017,Chile,Retailing,28006,36425,1474,30308,-5.675120407,13.58675315,28.39721254,14.82912783,SouthAmerica
2017,China,Airline,38142,80387,1941,31796,-0.11784115,2.890092027,6.12356479,26.28986774,Asia
2017,China,Banking,981049,21857539,215484,1328641,0.844232738,15.10140359,1.871646377,15.43643112,Asia
2017,China,Business Services & Supplies,27448,120775,5762,296434,50.65590867,27.41726186,-50.32330373,29.77073839,Asia
2017,China,Capital Goods,87718,167670,2753,116927,-10.41870915,-0.455363133,-41.21289772,15.10942222,Asia
2017,China,Chemicals,6379,12032,881,17934,-64.32925124,-31.91489362,81.64948454,209.6339779,Asia
2017,China,Construction,600617,1025934,19486,298024,2.632730131,6.237120768,-14.0563666,35.12763546,Asia
2017,China,Consumer Durables,304734,358664,21984,302335,20.72259087,28.01747523,21.07727047,42.14485531,Asia
2017,China,Diversified Financials,56647,688532,12558,204252,-32.06816328,-10.23589198,-46.27133872,-18.17384233,Asia
2017,China,Diversified Metals & Mining,220679,413222,7636,205235,-2.450247986,-6.823906107,141.3400759,21.81419974,Asia
2017,China,Drugs & Biotechnology,49634,44381,2698,82050,12.72256541,34.3738646,71.95666029,32.33444082,Asia
2017,China,Food Markets,7377,4236,187,7977,-31.80179347,-35.2095442,-26.37795276,-40.55886736,Asia
2017,China,"Food, Drink & Tobacco",53862,63554,9157,194626,-14.74428985,-5.559105431,8.727143196,15.26425509,Asia
2017,China,"Hotels, Restaurants & Leisure",4530,21578,895,28904,10.05830904,32.99229584,25.17482517,237.3482726,Asia
2017,China,IT Software & Services,43348,100362,10548,380265,39.98579087,25.43525265,-6.064654021,30.13281408,Asia
2017,China,Insurance,330104,1593624,17830,277359,2.720936022,4.355479071,-21.65048117,21.50479695,Asia
2017,China,Oil & Gas Operations,477754,587750,6077,324707,-18.67961654,-17.21807667,-58.43649545,-9.513299614,Asia
2017,China,Real Estate,184618,749644,15355,155667,21.00464702,20.82418663,3.074444519,8.680201628,Asia
2017,China,Retailing,108124,76815,711,80075,31.98086031,48.70777272,-217.1334432,16.559193,Asia
2017,China,Technology Hardware & Equipment,71479,74278,962,36720,-34.62685202,-7.816223193,81.16760829,-4.237840657,Asia
2017,China,Telecommunications Services,66356,102880,3117,44755,-69.32138663,-75.4150855,-85.79630895,-85.76390767,Asia
2017,China,Trading Companies,61665,41536,731,11339,96.70483907,51.29307205,31.94945848,-5.017590886,Asia
2017,China,Transportation,41380,74590,1930,73091,49.2677296,-3.585647071,-59.38552189,7.060098724,Asia
2017,China,Utilities,81113,364630,9615,150065,-2.334681886,1.374532231,-24.14201183,-5.542861819,Asia
2017,Colombia,Banking,10007,96539,1502,13677,4.555427855,10.76067003,10.19809244,4.436469151,SouthAmerica
2017,Colombia,Business Services & Supplies,3840,33656,394,1438,-9.56194065,8.434821831,-7.294117647,-4.515272244,SouthAmerica
2017,Colombia,Diversified Financials,8468,74716,701,9209,13.6034344,8.545195688,-10.01283697,2.356341003,SouthAmerica
2017,Colombia,Oil & Gas Operations,15638,40409,513,19658,-17.45579309,4.294747709,-135.3793103,-1.631305044,SouthAmerica
2017,Colombia,Utilities,3976,12830,700,4508,291.3385827,53.52399186,53.84615385,-39.41674506,SouthAmerica
2017,Czech Republic,Utilities,8266,24625,584,9190,-1.653777513,1.638599967,-30.72360617,-5.926911659,Europe
2017,Denmark,Banking,13976,577395,3312,36713,-0.413282029,3.3966839,48.58681023,17.6208631,Europe
2017,Denmark,Business Services & Supplies,11758,6965,329,7233,-0.617023075,-3.545215344,0,2.103331451,Europe
2017,Denmark,Capital Goods,11321,10475,1067,17470,21.196874,12.29631218,40.39473684,18.50495184,Europe
2017,Denmark,Consumer Durables,3013,2140,895,11750,21.10128617,10.42311662,63.91941392,-18.64571072,Europe
2017,Denmark,Drugs & Biotechnology,18709,16597,6088,100410,3.239156826,3.446771379,8.597930788,-36.98420369,Europe
2017,Denmark,"Food, Drink & Tobacco",9303,18318,667,14112,-4.250720461,-0.596917734,-253.3333333,-3.941188483,Europe
2017,Denmark,Health Care Equipment & Services,2196,1827,485,16292,3.536067893,16.07369759,251.4492754,1.533092359,Europe
2017,Denmark,Oil & Gas Operations,8527,19361,1086,16445,-49.80279037,996.9405099,1651.612903,1273.851295,Europe
2017,Denmark,Transportation,45532,68315,-1765,44375,-4.842316454,0.284787364,-269.3857965,16.54935126,Europe
2017,Egypt,Banking,2234,14757,597,4999,-2.36013986,-35.62922574,-2.610114192,-9.87921399,Africa
2017,Finland,Capital Goods,5311,5686,389,10806,-3.925470333,-11.79025752,-15.43478261,25.01156872,Europe
2017,Finland,Construction,9717,8387,1133,23669,1.334862864,2.870109162,-1.048034934,-0.206594148,Europe
2017,Finland,Food Markets,11261,4649,108,4499,-6.407912234,-8.466233511,-14.96062992,2.95194508,Europe
2017,Finland,Insurance,6867,39810,1825,26458,-7.490233059,3.496685298,-0.59912854,4.01383811,Europe
2017,Finland,Materials,21697,27674,1484,22255,-3.034501251,-4.062955002,-22.34432234,40.57861158,Europe
2017,Finland,Oil & Gas Operations,12929,7872,1040,9973,4.747630236,6.681122103,68.01292407,18.43011519,Europe
2017,Finland,Technology Hardware & Equipment,26121,49215,-749,30349,80.50583926,114.2763845,-127.3857404,-12.29880075,Europe
2017,Finland,Utilities,4018,23167,550,12450,4.744525547,-6.327834385,-443.75,-3.353516535,Europe
2017,France,Aerospace & Defense,112391,197297,4678,122636,0.55830433,3.837793742,52.97580118,14.36511489,Europe
2017,France,Airline,27482,24188,876,2193,-4.89670208,-4.58006233,568.7022901,-18.23266219,Europe
2017,France,Banking,147638,6117717,18698,183921,-12.26072539,0.3489082,1.174178886,19.59774487,Europe
2017,France,Business Services & Supplies,27515,22197,1060,26858,22.02856129,44.6247068,34.5177665,68.96074484,Europe
2017,France,Capital Goods,32867,52697,2631,57902,-5.760408304,-3.730429858,21.18839245,6.410115044,Europe
2017,France,Chemicals,28396,56267,2510,52652,6.415829711,36.85938754,10.86572438,13.51328044,Europe
2017,France,Conglomerates,19083,38505,-883,12047,-1.349255583,-36.45410437,4.744958482,0.887697848,Europe
2017,France,Construction,136854,186900,5556,93354,-1.484350255,1.20755943,23.2749057,6.816023433,Europe
2017,France,Consumer Durables,264145,346472,16230,317846,4.226346899,2.268990658,20.62430323,18.03813216,Europe
2017,France,Diversified Financials,12515,28153,126,10335,-3.344145814,0.238553016,-89.94413408,0.359293067,Europe
2017,France,Drugs & Biotechnology,37413,110403,5209,116109,-7.560595953,-0.672958408,9.570887674,0.637058609,Europe
2017,France,Food Markets,127835,97486,-1664,16935,-8.289032851,-0.813951122,-265.0793651,-23.64743012,Europe
2017,France,"Food, Drink & Tobacco",33992,79845,3300,73335,-2.088314082,14.83532288,32.74336283,-2.406079076,Europe
2017,France,Health Care Equipment & Services,7871,13884,899,25736,5.679377014,6.76714857,7.023809524,-8.295324971,Europe
2017,France,"Hotels, Restaurants & Leisure",1773,12513,252,12081,-71.35239942,28.65515114,9.565217391,11.93366071,Europe
2017,France,IT Software & Services,35437,47448,2598,63757,6.947336653,7.139953936,2.566127122,11.93097031,Europe
2017,France,Insurance,177410,1398175,8064,81431,-7.370762347,-2.635883587,2.647657841,0.912076337,Europe
2017,France,Media,10555,26259,-583,15421,-14.47208492,-27.48536397,-140.9697822,-33.61887134,Europe
2017,France,Oil & Gas Operations,128067,230978,6156,128122,-17.28167004,-3.490951937,21.08575924,-0.65674697,Europe
2017,France,Real Estate,5633,102316,5749,50966,1.31294964,6.46383085,32.06983689,-7.853914301,Europe
2017,France,Telecommunications Services,57231,135658,1941,64570,1.198875391,-2.317175034,-45.46220849,-11.18172189,Europe
2017,France,Transportation,3260,11172,481,11935,0.803957947,-1.446718419,0.838574423,-0.325705696,Europe
2017,France,Utilities,179472,538320,1663,69911,-7.014626109,-1.768574411,-127.6291743,-12.25037969,Europe
2017,Germany,Air Courier,63423,40636,2919,40953,-3.437828291,-1.902278872,70.90163934,15.10441553,Europe
2017,Germany,Airline,35022,37765,1965,7416,-1.479689434,4.176436512,4.354753054,1.882126666,Europe
2017,Germany,Banking,65104,2346032,-1277,50078,-9.634256368,-7.121388235,-77.43816254,16.77548736,Europe
2017,Germany,Business Services & Supplies,18805,14660,501,7922,-16.0640957,-0.677506775,69.83050847,-4.392951967,Europe
2017,Germany,Capital Goods,6180,12454,272,7094,-68.60872657,-42.95006871,-71.57784744,-59.26967905,Europe
2017,Germany,Chemicals,168457,253419,12214,246613,-6.793371511,4.802176943,-0.440169547,6.099313359,Europe
2017,Germany,Conglomerates,137352,176573,7124,131913,-0.106183363,-1.592812836,-0.042093447,14.92581525,Europe
2017,Germany,Construction,21978,92455,5079,47389,11.90427699,14.82953487,58.76836511,13.17857228,Europe
2017,Germany,Consumer Durables,630286,1066790,32831,397287,0.866740282,12.14140798,4.724082935,10.34493294,Europe
2017,Germany,Diversified Financials,10274,248740,1057,19756,0.009734255,-9.805571067,1.83044316,8.872478783,Europe
2017,Germany,Diversified Metals & Mining,10552,4487,249,3051,-11.55071249,5.900401227,170.6521739,28.30109336,Europe
2017,Germany,Drugs & Biotechnology,16620,41137,1802,49092,16.68070767,-2.366260028,45.79288026,22.69625853,Europe
2017,Germany,Health Care Equipment & Services,32172,48990,1762,43886,5.017137261,4.465199591,16.99867198,9.610869674,Europe
2017,Germany,IT Software & Services,24406,46701,4017,119722,5.162013099,-4.434394696,12.77372263,21.69961881,Europe
2017,Germany,Insurance,223821,1411683,11535,123935,2.546469168,-0.151857013,-1.232982276,0.544360073,Europe
2017,Germany,Media,4202,7065,445,9916,16.20575221,20.03058104,2.534562212,-10.22181983,Europe
2017,Germany,Real Estate,1099,8532,806,3351,690.647482,76.90234294,5.774278215,15.51189245,Europe
2017,Germany,Retailing,81549,37635,256,11255,-1.307047163,-4.542687567,236.8421053,-6.519933555,Europe
2017,Germany,Semiconductors,7260,10109,832,22545,5.202144617,6.343362087,14.60055096,42.69890499,Europe
2017,Germany,Telecommunications Services,80857,156615,2959,80001,-0.038324597,-2.513491812,-26.28300947,-12.74839132,Europe
2017,Germany,Utilities,203850,262134,-21189,39804,0.046624623,-0.773720749,171.2712841,8.177741541,Europe
2017,Greece,Banking,13241,307246,513,8328,-31.14404576,-44.04817838,-106.1621622,-30.14594867,Europe
2017,Greece,Oil & Gas Operations,7389,7582,365,1723,-69.9365286,-38.45279649,-161.2416107,-14.8715415,Europe
2017,Greece,Utilities,5815,18074,75,754,-8.56918239,-9.057059475,-165.7894737,-8.160779537,Europe
2017,Hong Kong,Airline,11949,22884,-74,5691,-9.48412999,2.618834081,-109.5607235,-15.62638992,Asia
2017,Hong Kong,Banking,9442,243136,1858,20250,90.13290375,89.54130157,107.5977654,64.82174833,Asia
2017,Hong Kong,Casinos & Gaming,6805,8546,810,23830,3.466626121,19.658359,50.83798883,57.62667019,Asia
2017,Hong Kong,Chemicals,16102,19160,831,6712,32.10271556,79.48477752,323.9795918,219.9237369,Asia
2017,Hong Kong,Conglomerates,125077,262771,7985,111870,-5.928850782,-0.536360471,3.944285342,3.237297208,Asia
2017,Hong Kong,Construction,2703,33563,2046,15244,92.1108742,71.94159836,186.9565217,279.2983329,Asia
2017,Hong Kong,Consumer Durables,27036,30889,2450,44214,11.04448187,51.04645477,-3.429247142,54.34615653,Asia
2017,Hong Kong,Diversified Financials,18545,117294,3548,46584,49.56851359,44.62706995,65.56229585,17.88642575,Asia
2017,Hong Kong,Diversified Metals & Mining,49059,933555,5555,41408,-8.751208987,6.348161202,3.003893937,-8.752754517,Asia
2017,Hong Kong,Food Markets,15138,8683,388,9589,-60.1725907,-42.62966634,4.864864865,-20.86978049,Asia
2017,Hong Kong,"Food, Drink & Tobacco",29634,20680,923,20550,39.7237022,44.60527236,17.43002545,75.50602101,Asia
2017,Hong Kong,Insurance,48011,247462,4746,85689,8.252350567,10.21137111,36.53624856,6.557152805,Asia
2017,Hong Kong,Oil & Gas Operations,37155,133179,2269,95409,220.9657913,329.4711383,35.62462642,233.5979021,Asia
2017,Hong Kong,Real Estate,98344,584128,23114,203038,40.17703152,24.96347117,11.7428088,31.28192528,Asia
2017,Hong Kong,Retailing,11531,8893,49,3082,-64.94390904,-68.54485003,-92.96987088,-83.57230425,Asia
2017,Hong Kong,Technology Hardware & Equipment,42586,27204,608,7720,59.42647499,8.304801338,10.74681239,-12.99447763,Asia
2017,Hong Kong,Telecommunications Services,148066,307724,16525,259086,-1.631001654,9.783803068,-23.0787134,19.86342881,Asia
2017,Hong Kong,Trading Companies,16760,7693,223,3607,-10.99782274,-3.025337199,-47.03087886,-33.24079215,Asia
2017,Hong Kong,Transportation,6849,46491,2029,40828,6.334420121,4.910301252,-11.62891986,10.77106734,Asia
2017,Hong Kong,Utilities,20277,75840,4001,63820,-4.972349798,-4.269016182,23.60210071,-23.53772794,Asia
2017,Hungary,Banking,3699,38615,718,7921,-14.88725265,4.798219665,214.9122807,10.96945923,Europe
2017,Hungary,Oil & Gas Operations,12464,14669,-740,7268,-15.11271539,8.635118122,-24.72024415,16.02809706,Europe
2017,India,Banking,155918,1749387,2487,218487,-2.669871095,4.014833551,-78.68163895,37.55422225,Asia
2017,India,Business Services & Supplies,4257,37335,945,6259,3.930664063,2.063969382,-3.767820774,79.13566113,Asia
2017,India,Construction,21008,38856,1275,32176,38.91423659,19.00765697,73.94270123,81.88807236,Asia
